,author.uniqueId,total_views,avg_views,total_likes,avg_likes,total_comments,total_shares,total_collects,total_reposts,total_videos,followers,engagement_rate
3790,mythoa2003,62359,62359.0,366,366.0,1,7,15,0,1,229,0.006238073092897577
3791,mythuanpham7,19790089,1799099.0,640062,58187.454545454544,6725,28572,52010,0,11,1000000,0.0367542056026125
3792,mytuoigiatruyen,285,285.0,4,4.0,1,0,0,0,1,56,0.017543859649122806
3793,myumminess,3867530,644588.3333333334,297387,49564.5,758,2470,3332,0,6,1400000,0.07858943563462985
3794,mywifeishealthygirl,3796700,3796700.0,147266,147266.0,525,19319,29164,0,1,26500,0.05169594647983775
3795,myymammam,6968657,6968657.0,316680,316680.0,2157,24555,38386,0,1,189000,0.0547850181175512
3796,myymet52,2552635,2552635.0,51139,51139.0,596,745,4553,0,1,103500,0.02234279479831625
3797,n.g.khng46,10916,5458.0,357,178.5,31,7,18,0,2,504,0.03783437156467571
3798,n.h.m.sang,1508,1508.0,202,202.0,1,6,14,0,1,641,0.14787798408488065
3799,n.ngon.mi.ngy0,104,104.0,3,3.0,0,1,1,0,1,0,0.04807692307692308
3800,n.trong.nh.tm,494754,494754.0,15958,15958.0,1024,31602,517,0,1,354,0.09924326028693048
3801,n.ung.chill.chill,6252946,1042157.6666666666,226764,37794.0,2983,8482,16343,0,6,50700,0.04071232983620841
3802,n.uyn97,122793,122793.0,1635,1635.0,291,113,254,0,1,315,0.018673702898373685
3803,n.vt105,970175,970175.0,15692,15692.0,150,211,494,0,1,3062,0.017055685829876054
3804,n0601990,178,178.0,10,10.0,4,0,0,0,1,39,0.07865168539325842
3805,n_nhyn,96028,96028.0,2691,2691.0,95,129,176,0,1,353,0.032188528345899116
3806,na.286,14621,14621.0,2199,2199.0,7,7,107,0,1,69900,0.15867587716298476
3807,na.syrena,901593,901593.0,33733,33733.0,320,1364,1201,0,1,359800,0.040614778508706255
3808,na_chuchi,1123505,1123505.0,17661,17661.0,338,684,739,0,1,561,0.017286972465632107
3809,naccccccc1,385144,192572.0,26782,13391.0,2786,10698,1686,0,2,107800,0.10892549280269198
3810,nadi9309,229,229.0,10,10.0,1,0,0,0,1,53,0.048034934497816595
3811,nai.nguyen,907320,453660.0,46330,23165.0,290,9671,14873,0,2,604300,0.07843318784993167
3812,naidangiuuu,93325,93325.0,9902,9902.0,25,175,463,0,1,30200,0.11320653629788374
3813,naiingos,295,295.0,34,34.0,1,0,0,0,1,265,0.11864406779661017
3814,naila_1234567,576821,576821.0,4489,4489.0,726,264,978,0,1,4805,0.011194113945227376
3815,naky.dian,2443970,2443970.0,79704,79704.0,907,1481,3220,0,1,168400,0.03490713879466605
3816,nam.coffeeandtea,1313,1313.0,9,9.0,0,3,0,0,1,25,0.00913937547600914
3817,nam.kazoma,711,711.0,74,74.0,15,0,0,0,1,1432,0.12517580872011252
3818,nam.p.trai158,52,52.0,3,3.0,0,0,0,0,1,10,0.057692307692307696
3819,nam.trn0294,4443,4443.0,49,49.0,1,2,4,0,1,389,0.012604096331307674
3820,nam_nhuphuong,12513017,3128254.25,395544,98886.0,3694,33922,123775,0,4,128000,0.04450845067980008
3821,nambe15208,216031,216031.0,21815,21815.0,1009,2969,1382,0,1,7149,0.1257921316848045
3822,namcakhia93,1530946,1530946.0,6138,6138.0,81,180,333,0,1,3497,0.004397281158185854
3823,namcopidol,239,239.0,28,28.0,0,1,1,0,1,2454,0.12552301255230125
3824,namhee92,177952,177952.0,2669,2669.0,116,631,360,0,1,2548,0.021219205178924654
3825,namkaco17b4,46143,46143.0,1465,1465.0,62,11,27,0,1,137400,0.03391630366469454
3826,namkhanh30,167179,167179.0,3710,3710.0,38,41,385,0,1,29100,0.024967250671436007
3827,namle21_11,8543,8543.0,1395,1395.0,4,14,17,0,1,7250,0.167388505208943
3828,namlong666,9651311,9651311.0,179042,179042.0,3934,14127,8834,0,1,3684,0.02133772292696816
3829,nammukbangasrm,5209059,5209059.0,57896,57896.0,903,2604,2508,0,1,75400,0.012269202556546201
3830,namn3979,23047349,1646239.2142857143,300042,21431.571428571428,3898,44032,59397,0,14,200600,0.017675308340234706
3831,namnhim42,1370,1370.0,123,123.0,1,1,7,0,1,409,0.09635036496350365
3832,namrau.87,251,251.0,26,26.0,7,4,14,0,1,1766,0.20318725099601595
3833,namsaigonfood,3410,3410.0,15,15.0,0,2,2,0,1,2149,0.005571847507331379
3834,namtrh,7465176,3732588.0,348859,174429.5,1357,2112,7757,0,2,1100000,0.048235299475859646
3835,namtriinh,6730126,3365063.0,394611,197305.5,3574,14825,21576,0,2,517400,0.06457323384435894
3836,namughising2,660,660.0,160,160.0,24,11,5,0,1,1600,0.30303030303030304
3837,namvivu112200,512676,512676.0,14380,14380.0,394,4295,5972,0,1,104200,0.04884371415864991
3838,nana_6991,6392,6392.0,691,691.0,40,3,34,0,1,32200,0.12015018773466833
3839,nana_khongnoidoi,304849,152424.5,10070,5035.0,69,52,1305,0,2,152900,0.037710473053872574
3840,nana_nhauyen,5771103,5771103.0,25289,25289.0,113,473,283,0,1,25900,0.004532582419686497
3841,nanachaan02,13615,13615.0,98,98.0,35,4,43,0,1,1517,0.013220712449504223
3842,nanaki_san,259,259.0,21,21.0,5,3,0,0,1,84,0.11196911196911197
3843,nang.ban.food,8436,8436.0,587,587.0,23,5,6,0,1,20300,0.07361308677098151
3844,nangbanmai__,753,753.0,54,54.0,1,0,1,0,1,97,0.07436918990703852
3845,nangcongsoeo59,330810,330810.0,7796,7796.0,137,220,1133,0,1,12100,0.02807049363683081
3846,nangdausapa,20824651,10412325.5,316681,158340.5,23251,516620,38018,0,2,666000,0.04295726252507185
3847,nanglenboutique98,54861,54861.0,3660,3660.0,19,249,238,0,1,610800,0.07593736898707643
3848,nangocmoingay,10587957,10587957.0,656268,656268.0,14291,29111,21145,0,1,170900,0.0680787615590052
3849,nangohnkyi349,88683,88683.0,3014,3014.0,97,141,88,0,1,37100,0.037662235152171215
3850,nangtamsince1992,72498,72498.0,4025,4025.0,16,134,89,0,1,288,0.05881541559767166
3851,nangthowcosmetics,1217001,1217001.0,35971,35971.0,319,3132,8964,0,1,5070,0.03975838968086304
3852,nanh.mai,15087,15087.0,255,255.0,4,12,33,0,1,11500,0.02014979783919931
3853,naoranhcaphe,1338617,446205.6666666667,35636,11878.666666666666,799,13838,16985,0,3,74800,0.05024439402756726
3854,narrmulayofficial,2519053,2519053.0,155964,155964.0,1211,2272,4827,0,1,285800,0.06521260171977326
3855,nartman.review,3067507,1533753.5,129998,64999.0,1030,2617,5899,0,2,69700,0.045491012734445266
3856,nas.smile,461,461.0,13,13.0,7,0,0,0,1,25,0.04338394793926247
3857,nathanclipsdoan,7700123,7700123.0,883443,883443.0,4409,10262,88637,0,1,275000,0.12814743348904947
3858,nathichanngon,392,392.0,17,17.0,2,3,3,0,1,220,0.06377551020408163
3859,natho1199,9529359,9529359.0,519652,519652.0,5242,12641,26895,0,1,1200000,0.05923063660420391
3860,naturefood95,164933,164933.0,399,399.0,117,30,53,0,1,9458,0.003631777752178157
3861,nau.an68,118,118.0,11,11.0,16,5,5,0,1,1224,0.3135593220338983
3862,nau_an_cung_ut,140397,140397.0,1542,1542.0,120,160,259,0,1,8507,0.014822254036767167
3863,nau_an_ngon_moi_ngay,2751,2751.0,35,35.0,4,5,4,0,1,981,0.017448200654307525
3864,nauanchotuhu,879012,879012.0,13344,13344.0,274,1512,4172,0,1,2001,0.021958744590517536
3865,nauancungdaubep,273073,273073.0,2724,2724.0,22,177,496,0,1,2617,0.012520461561560461
3866,nauancungn,5652621,1413155.25,122354,30588.5,2343,15556,22817,0,4,58000,0.02884856423241537
3867,nauancungtiktok,506,506.0,8,8.0,1,0,0,0,1,78,0.017786561264822136
3868,nauancungtiktok5,6289,6289.0,31,31.0,3,1,0,0,1,44,0.00556527269836222
3869,nauancungtiktoks,234,234.0,1,1.0,0,0,1,0,1,0,0.008547008547008548
3870,nauancungtuan.27,1711875,1711875.0,40861,40861.0,1540,1864,1274,0,1,41500,0.026601825483753196
3871,nauancungtuoanh,6534178,1306835.6,181717,36343.4,1228,6574,27299,0,5,194500,0.0331821385949388
3872,nauandangkhoa,749121,749121.0,9747,9747.0,146,474,456,0,1,416200,0.014447599252991172
3873,nauandelam.kongnc,64115787,2671491.125,1428959,59539.958333333336,19048,211199,521389,0,24,304900,0.0340102664574639
3874,nauanmadieuda,80455,80455.0,2960,2960.0,30,1079,2256,0,1,2609,0.07861537505437823
3875,nauanngon575,1175,391.6666666666667,14,4.666666666666667,6,5,0,0,3,7,0.02127659574468085
3876,nauanxamzinhungngon,9450561,3150187.0,580748,193582.66666666666,3004,10158,79645,0,3,420600,0.0712714303415427
3877,naucotrongoiminhtuyen,26851,26851.0,288,288.0,9,3,17,0,1,2495,0.01180589177311832
3878,naucunghang,10594480,756748.5714285715,164037,11716.92857142857,4753,23733,41354,0,14,90900,0.022075363774342865
3879,naugiando,309391,309391.0,4258,4258.0,73,379,908,0,1,11000,0.01815825282571245
3880,navaobep,780932,260310.66666666666,4793,1597.6666666666667,270,60,250,0,3,813,0.0068802405331065955
3881,nawisnho,403,403.0,32,32.0,2,0,0,0,1,1059,0.08436724565756824
3882,naxinchao11,173684,173684.0,24133,24133.0,591,9016,2534,0,1,7734,0.20885055618249235
3883,nayphanhreview,386726,386726.0,16946,16946.0,335,866,1601,0,1,101400,0.051064578021648405
3884,nayshallanquecha,21338120,21338120.0,3076286,3076286.0,31324,308801,486778,0,1,102300,0.18292094148875346
3885,nazeii3,2141526,2141526.0,67020,67020.0,325,14836,15119,0,1,134100,0.04543489082084458
3886,nc.phat369,6545512,1636378.0,135926,33981.5,1258,2935,8492,0,4,178900,0.022704259040392867
3887,ndduong26,765,765.0,24,24.0,4,6,0,0,1,4246,0.044444444444444446
3888,ndii.101_,673267,673267.0,87221,87221.0,239,2072,6973,0,1,480600,0.14333837838480126
3889,needmoneynoneedlove,124323,124323.0,6367,6367.0,171,45,235,0,1,13500,0.05484101895868021
3890,neko.nailstudio,38649347,4831168.375,772883,96610.375,24786,64766,76929,0,8,1000000,0.02430478320888578
3891,nem.nem198,772478,772478.0,16084,16084.0,363,255,809,0,1,5704,0.022668606743493018
3892,nemonooo_,222981,222981.0,5622,5622.0,198,452,659,0,1,11300,0.031083365847314345
3893,nems.jr,25602,25602.0,224,224.0,3,2,15,0,1,24400,0.009530505429263338
3894,neooididau,1930265,643421.6666666666,29261,9753.666666666666,872,14447,8484,0,3,120400,0.027490525912245208
3895,netflixkcontent,11540112,11540112.0,1539672,1539672.0,18328,179639,143697,0,1,8500000,0.16302580078945508
3896,netflixvn,1453689,1453689.0,54350,54350.0,217,479,2567,0,1,1700000,0.03963227347802728
3897,newsputin,164172,164172.0,2893,2893.0,215,28,137,0,1,6565,0.019936408157298444
3898,neyron.17,4067,4067.0,620,620.0,19,59,21,0,1,45,0.17678878780427834
3899,neyucity,281261,281261.0,20608,20608.0,187,288,2412,0,1,21900,0.08353451065025012
3900,ng.ch.ramen,499211,499211.0,11785,11785.0,129,444,1147,0,1,3728,0.027052689143468395
3901,ng.hamii,4054249,405424.9,127463,12746.3,1980,49065,52227,0,10,41000,0.05691189662993072
3902,ng.minh.hu,1214315,607157.5,13444,6722.0,1195,888,1920,0,2,6363,0.014367771130225682
3903,nga.khnh22,110,110.0,5,5.0,0,0,3,0,1,2508,0.07272727272727272
3904,nga.yu.bp2,316039,316039.0,1714,1714.0,57,108,295,0,1,1294,0.006878897857542898
3905,nga_111299,1778057,1778057.0,60407,60407.0,392,5727,20006,0,1,44000,0.04866660630114782
3906,nga_sumo,2984945,2984945.0,27526,27526.0,436,606,990,0,1,221200,0.009902360009983433
3907,ngaanz.nhachayy,789035,789035.0,44356,44356.0,107,688,6481,0,1,36200,0.06543689443434068
3908,ngaino6,224,224.0,19,19.0,0,0,0,0,1,1172,0.08482142857142858
3909,ngan.kitchen,1138122,1138122.0,54863,54863.0,650,2602,7311,0,1,89700,0.05748592857356241
3910,ngan94bl,19813062,2830437.4285714286,356491,50927.28571428572,9297,62191,40134,0,7,121200,0.023626484386916065
3911,nganamtv,278312,278312.0,8820,8820.0,381,497,282,0,1,75700,0.03585903590215298
3912,ngandali2021,7402626,7402626.0,41258,41258.0,892,1014,3067,0,1,460700,0.00624521622462083
3913,nganguyen030601,1420,1420.0,6,6.0,0,1,0,0,1,1407,0.004929577464788733
3914,nganguyenlamgay3,102142,102142.0,1422,1422.0,5,76,394,0,1,9448,0.018572183822521588
3915,nganhoafoods,5370482,5370482.0,82713,82713.0,4066,850,3673,0,1,10200,0.017000708688717326
3916,nganhuahihi,9370880,9370880.0,942506,942506.0,6600,43156,35893,0,1,2000000,0.10971808410736238
3917,ngankute193,3102,3102.0,52,52.0,6,6,2,0,1,20400,0.02127659574468085
3918,nganlengkeeng,9064,9064.0,41,41.0,4,4,7,0,1,1200,0.00617828773168579
3919,ngann1124,417,417.0,12,12.0,1,0,1,0,1,1086,0.03357314148681055
3920,nganngan.ct,283473,283473.0,6318,6318.0,201,2463,2410,0,1,92600,0.04018724887379045
3921,nganngan21497,26192,26192.0,132,132.0,8,27,36,0,1,1062,0.007750458155161882
3922,nganodayy,31712,31712.0,309,309.0,39,23,37,0,1,867,0.012865792129162463
3923,ngansaya,168,168.0,18,18.0,2,3,5,0,1,1015,0.16666666666666666
3924,nganuytin90,7321419,7321419.0,9869,9869.0,238,541,873,0,1,30200,0.0015736020571968357
3925,ngasumomukbang,376303,376303.0,3206,3206.0,136,238,279,0,1,22500,0.01025503384240891
3926,ngathanhnga3,360,360.0,18,18.0,0,0,2,0,1,291,0.05555555555555555
3927,ngatichcuc,2906907,2906907.0,105852,105852.0,3197,5436,9550,0,1,319200,0.04266906371617668
3928,ngavaodau,625442,625442.0,23249,23249.0,258,1315,649,0,1,34500,0.04072479942184887
3929,ngaylangthang12,249552,249552.0,9135,9135.0,90,5016,5825,0,1,201,0.0804080912996089
3930,ngaymai.angi,8262,1652.4,78,15.6,0,32,26,0,5,104,0.01646090534979424
3931,ngaymai_angi,10364,942.1818181818181,184,16.727272727272727,7,5,10,0,11,35,0.019876495561559245
3932,ngaymaiangi07,208,208.0,2,2.0,0,1,0,0,1,21,0.014423076923076924
3933,ngaymaiangi3,129,129.0,9,9.0,0,0,0,0,1,3,0.06976744186046512
3934,ngaymaiangi96,1045519,174253.16666666666,100526,16754.333333333332,575,1529,2621,0,6,3412,0.10066866312329092
3935,ngaymaiangidzay,35002,35002.0,283,283.0,7,86,106,0,1,1927,0.013770641677618422
3936,ngaymaiangiii,941,313.6666666666667,80,26.666666666666668,6,2,7,0,3,62,0.10095642933049948
3937,ngaymaianginhi,421,421.0,15,15.0,0,0,0,0,1,111,0.035629453681710214
3938,ngaymaibanangi,24854206,318643.6666666667,515344,6606.974358974359,9505,102856,108707,0,78,64100,0.02962927079625879
3939,ngaymaiiangi,3834,479.25,200,25.0,27,6,10,0,8,475,0.06338028169014084
3940,ngayngayvaobep,851297,851297.0,9059,9059.0,60,565,1887,0,1,1736,0.013592201076710008
3941,ngc.bch3691,663,663.0,23,23.0,9,2,3,0,1,301,0.05580693815987934
3942,ngha.nz4,17223,17223.0,2262,2262.0,7,24,141,0,1,6493,0.1413226499448412
3943,nghaa.vyvy,227611,227611.0,12311,12311.0,40,52,51,0,1,60800,0.054716160466761275
3944,nghanhi__,395971,395971.0,71678,71678.0,299,787,4187,0,1,9516,0.19433493866975107
3945,nghesinganquynh,10568585,10568585.0,511567,511567.0,1981,2403,19950,0,1,279800,0.05070697732951005
3946,nghesithanhhien,169340,169340.0,4718,4718.0,131,68,278,0,1,272000,0.030677926065902916
3947,nghesycuacongchung,3179918,3179918.0,145201,145201.0,2147,3933,3757,0,1,464500,0.048755345263620006
3948,nghetrinhhh,7540078,1256679.6666666667,210635,35105.833333333336,1303,17665,70083,0,6,91400,0.0397457426832985
3949,nghia2302,1152903,576451.5,25266,12633.0,367,5080,8594,0,2,114400,0.034093935049175864
3950,nghianauan,1423367,711683.5,2040,1020.0,29,109,762,0,2,708,0.002065524913813514
3951,nghiathaofamily,11684,11684.0,31,31.0,3,40,7,0,1,86,0.006932557343375556
3952,nghich_bep_cung_minh,5580034,5580034.0,614497,614497.0,4407,20582,29193,0,1,52800,0.11983421606391646
3953,nghiembinhrvv,161455,161455.0,555,555.0,35,21,39,0,1,124,0.004025889566752346
3954,nghienamthuc24,105461,105461.0,663,663.0,14,24,17,0,1,5071,0.006808203980618427
3955,nghienanngon2022,12314677,12314677.0,367257,367257.0,3067,2947,3665,0,1,40400,0.030608679383145817
3956,nghiensnackkk,17910514,1194034.2666666666,303144,20209.6,7529,5471,23101,0,15,239500,0.018941109116131453
3957,nghihaydii,485,485.0,19,19.0,4,8,6,0,1,2892,0.07628865979381444
3958,nghimalama3,1673,1673.0,187,187.0,13,1,33,0,1,2298,0.13986849970113568
3959,nghipham2165,54,54.0,11,11.0,13,35,2,0,1,107,1.1296296296296295
3960,ngklinh5,927150,185430.0,20326,4065.2,310,7513,6663,0,5,101800,0.03754732243973467
3961,nglethuthuy,6181362,1030227.0,302509,50418.166666666664,2052,26575,48478,0,6,325600,0.06141267895327923
3962,ngnxcng.com,10210,10210.0,264,264.0,3,2,9,0,1,235,0.02722820763956905
3963,ngoafood_,2136097,712032.3333333334,99047,33015.666666666664,1955,8053,12287,0,3,455700,0.05680547278517783
3964,ngoaihongmukbang,9376,9376.0,225,225.0,19,7,21,0,1,44800,0.02901023890784983
3965,ngoam2019,453,453.0,12,12.0,0,1,1,0,1,16,0.03090507726269316
3966,ngoanniu,12057,12057.0,38,38.0,3,31,2,0,1,32,0.0061375134776478395
3967,ngoc.diep150,2110864,2110864.0,36828,36828.0,0,3595,2563,0,1,70400,0.020364173153741786
3968,ngoc.eng177,13635,13635.0,77,77.0,5,13,43,0,1,1444,0.01012101210121012
3969,ngoc.fuho,30231,30231.0,545,545.0,40,235,50,0,1,2840,0.02877840627170785
3970,ngoc.ho.86,34293,34293.0,842,842.0,4,13,98,0,1,13000,0.027906569853906046
3971,ngoc_anh18011,132798,132798.0,10713,10713.0,168,521,1254,0,1,604,0.0953026401000015
3972,ngoc_emily,1303203,1303203.0,44943,44943.0,636,2556,5610,0,1,27800,0.041240696959721546
3973,ngoc_hoa_2023,73874,73874.0,2699,2699.0,134,53,191,0,1,8854,0.04165200205755746
3974,ngoc_tho_1996,36364,36364.0,338,338.0,23,15,31,0,1,18400,0.011192388076119239
3975,ngocanh.cooking,615850,615850.0,6658,6658.0,140,668,404,0,1,1439,0.012779085816351385
3976,ngocanh.thb,1258377,1258377.0,43402,43402.0,131,149,3596,0,1,83000,0.03757061675475633
3977,ngocanh_angi,597454,597454.0,1491,1491.0,92,368,109,0,1,1154,0.0034479641947329836
3978,ngocanhdo963,411733,411733.0,22094,22094.0,172,266,3239,0,1,41900,0.06259153383381949
3979,ngocanhmakeupaichi,76,76.0,11,11.0,0,0,1,0,1,57,0.15789473684210525
3980,ngocbich4598,45768,45768.0,450,450.0,18,5,17,0,1,104800,0.010706170249956301
3981,ngocchaureal.ta,4332,4332.0,701,701.0,6,10,28,0,1,391,0.17197599261311172
3982,ngocctrinnhh02,1494021,1494021.0,74482,74482.0,1203,1503,2590,0,1,15700,0.05339817847272562
3983,ngocdiemcantho99,10377421,10377421.0,158505,158505.0,4026,5139,6453,0,1,57900,0.01677902438380403
3984,ngocdiepcf,31961,31961.0,504,504.0,47,13,36,0,1,37600,0.01877287944682582
3985,ngocdoan0304,13371857,13371857.0,798276,798276.0,6786,2932,13394,0,1,32300,0.06142662159788278
3986,ngocgiaubinhdien9988,471569,471569.0,6058,6058.0,500,247,540,0,1,35800,0.015575663370577794
3987,ngochan101996,2754075,2754075.0,28203,28203.0,650,1771,3255,0,1,4474,0.01230140791372784
3988,ngochan28361,224,224.0,37,37.0,5,4,20,0,1,676,0.29464285714285715
3989,ngochan4242,941280,941280.0,19722,19722.0,346,332,2203,0,1,7402,0.024013046064932857
3990,ngochavietsub,2301003,2301003.0,37541,37541.0,607,569,2185,0,1,45000,0.017775726498400916
3991,ngochien1611,1003626,501813.0,31842,15921.0,249,1297,5990,0,2,5050,0.039235731238529095
3992,ngochoang0406,7322,7322.0,50,50.0,10,45,27,0,1,10,0.018027861240098333
3993,ngochuongdacsantaybac,869,869.0,31,31.0,0,2,2,0,1,3317,0.04027617951668585
3994,ngockhai_dangchill,220873,110436.5,6302,3151.0,112,33,66,0,2,63300,0.029487533560009598
3995,ngockhanhday,4519612,2259806.0,409926,204963.0,1547,2833,4514,0,2,741700,0.09266724665745643
3996,ngoclanreview1,17568,17568.0,127,127.0,14,19,16,0,1,1304,0.010018214936247723
3997,ngocly2608,3879512,1293170.6666666667,105122,35040.666666666664,750,2497,5116,0,3,681000,0.02925239050684725
3998,ngocngg18,1953787,976893.5,64725,32362.5,1899,18501,18925,0,2,15800,0.05325554935108075
3999,ngocnguyenkim29,803,803.0,7,7.0,0,1,1,0,1,426,0.0112079701120797
4000,ngocnhireview2,935291,935291.0,2903,2903.0,87,255,500,0,1,2186,0.004004101397319123
4001,ngocnhueatclean,756637,756637.0,12033,12033.0,373,6083,3915,0,1,2594,0.029609971492274366
4002,ngocnhungdaily,2237778,2237778.0,45320,45320.0,1089,1409,2602,0,1,25100,0.022531278795304987
4003,ngocnu.sv,22466,22466.0,130,130.0,49,20,22,0,1,1486,0.009837087153921481
4004,ngocphainauan,6910,6910.0,123,123.0,75,22,53,0,1,6577,0.03950795947901592
4005,ngocphat88,22661,22661.0,139,139.0,26,15,24,0,1,26900,0.00900225056264066
4006,ngocsfood,3811553,762310.6,132153,26430.6,2162,20924,28810,0,5,227000,0.0482871417503574
4007,ngoctaybac.1,110,110.0,3,3.0,0,0,0,0,1,723,0.02727272727272727
4008,ngocthang_full_farm,1706753,1706753.0,44089,44089.0,1979,2757,2992,0,1,16300,0.030359987649062285
4009,ngocthanh_90,26958689,13479344.5,1191751,595875.5,24468,208060,79476,0,2,775100,0.05577997505739244
4010,ngocthuong.shop,49698,49698.0,122,122.0,15,11,16,0,1,1119,0.0032999315867841762
4011,ngoctrandaily0308,84051,84051.0,312,312.0,13,21,78,0,1,6079,0.005044556281305398
4012,ngoctuansumi,1743602,1743602.0,83762,83762.0,429,573,2984,0,1,325700,0.05032570506342617
4013,ngocvovlog,1418526,1418526.0,39982,39982.0,2057,4568,1641,0,1,61600,0.03401277100313988
4014,ngocxinh0092,3331081,3331081.0,46563,46563.0,228,126,1642,0,1,17400,0.01457755005056917
4015,ngocyen.95,46103311,23051655.5,1712571,856285.5,60483,145925,58885,0,2,430700,0.04290069318448734
4016,ngocyensharing,14120,14120.0,78,78.0,12,25,29,0,1,32500,0.010198300283286119
4017,ngodmyy,1077,1077.0,79,79.0,4,5,1,0,1,41,0.08263695450324977
4018,ngodoan206,8353,4176.5,1610,805.0,13,18,36,0,2,505,0.20076619178738178
4019,ngongem.vlog.real,844024,422012.0,8321,4160.5,206,368,883,0,2,101800,0.011584978626200202
4020,ngongem.vlog_real,31251,31251.0,305,305.0,9,1,46,0,1,857,0.01155163034782887
4021,ngonlamnha08,441,441.0,50,50.0,2,18,0,0,1,3,0.15873015873015872
4022,ngonngonnn,46529,46529.0,674,674.0,16,15,150,0,1,117,0.018375636699692666
4023,ngontuyet22,1497280,1497280.0,26194,26194.0,158,9688,5191,0,1,20500,0.027537267578542423
4024,ngothanhhoang_,2547956,2547956.0,51611,51611.0,415,294,3511,0,1,440600,0.02191207383486999
4025,ngothanhvan_official,819637,819637.0,26958,26958.0,202,1802,3795,0,1,331300,0.039965252910739754
4026,ngothiquy289,4251860,4251860.0,53028,53028.0,2553,393,1336,0,1,6205,0.013478806922147013
4027,ngt_anhtuyet,18042,18042.0,992,992.0,11,14,39,0,1,1209,0.05853009644163618
4028,ngthwgg01,806,806.0,52,52.0,2,0,0,0,1,14,0.06699751861042183
4029,nguoi.vao.bep,1616545,1616545.0,46659,46659.0,452,5266,12188,0,1,21600,0.03994011920484738
4030,nguoiconhanoi_,521548,521548.0,14408,14408.0,199,4000,5332,0,1,272,0.04589989799596585
4031,nguoidean_khongdetinh,1584384,528128.0,58644,19548.0,1286,19603,16675,0,3,71600,0.060722653094199386
4032,nguoigiathichykien,58178,58178.0,4328,4328.0,127,976,1206,0,1,48700,0.11408092406064148
4033,nguoingonanngon,4521940,753656.6666666666,140333,23388.833333333332,3214,35781,49874,0,6,89000,0.050686652189104675
4034,nguoisaigonnn,5699327,1424831.75,118006,29501.5,1005,11001,19118,0,4,33200,0.02616624734815181
4035,nguoivietsanh,6803834,2267944.6666666665,13132,4377.333333333333,80,758,1530,0,3,12200,0.0022781273029294953
4036,nguonsianvatangiang,49076,49076.0,567,567.0,138,168,193,0,1,947,0.02172141168799413
4037,nguviquan,79948,15989.6,158,31.6,2,8,19,0,5,1666,0.0023390203632361033
4038,nguyanvy,1266,1266.0,46,46.0,2,2,5,0,1,7981,0.04344391785150079
4039,nguye.truong10,1282362,1282362.0,64193,64193.0,197,1639,8344,0,1,10200,0.057996883875224
4040,nguyen.kim.huyen,3562092,1781046.0,101311,50655.5,1472,11374,28886,0,2,169200,0.04015702008819536
4041,nguyen.thi.nhu.y206,138,138.0,10,10.0,1,0,2,0,1,10,0.09420289855072464
4042,nguyen_.tuyet,53,53.0,4,4.0,0,0,0,0,1,1595,0.07547169811320754
4043,nguyen_hai_phuongg,378518,378518.0,17762,17762.0,204,719,3066,0,1,26800,0.05746358165265589
4044,nguyen_thuthuy12,150,150.0,1,1.0,0,0,0,0,1,3,0.006666666666666667
4045,nguyen_van_toan2512,9259,9259.0,138,138.0,4,17,5,0,1,701,0.017712495949886598
4046,nguyenanhhphuong,201031,201031.0,5677,5677.0,95,1385,3475,0,1,21500,0.05288736563017644
4047,nguyenanhkiet9797,4262269,4262269.0,63826,63826.0,12835,107626,3150,0,1,30400,0.043975872944668676
4048,nguyenbacoffee,11908285,11908285.0,119028,119028.0,3399,7341,17234,0,1,15000,0.012344514764300653
4049,nguyenbehang,454,454.0,27,27.0,6,0,0,0,1,295,0.07268722466960352
4050,nguyencaokyduyen1311,805192,805192.0,21523,21523.0,211,890,3936,0,1,1400000,0.03298592137030671
4051,nguyenchenno_,4673900,1168475.0,198665,49666.25,2912,13659,47367,0,4,278900,0.05618498470228289
4052,nguyendangfamily,184,92.0,4,2.0,0,0,0,0,2,2,0.021739130434782608
4053,nguyendifamily,203979,203979.0,8639,8639.0,55,290,114,0,1,263700,0.044602630662960406
4054,nguyendoan09__,946,946.0,40,40.0,2,4,2,0,1,387,0.0507399577167019
4055,nguyendong2506,752,752.0,37,37.0,1,0,0,0,1,254,0.05053191489361702
4056,nguyendongan131122,1665512,1665512.0,44077,44077.0,588,240,3353,0,1,4151,0.02897487379256349
4057,nguyenductrung121093,5793570,965595.0,62267,10377.833333333334,3903,3565,9996,0,6,171800,0.013761980954748109
4058,nguyenduytan142,1302880,1302880.0,28065,28065.0,143,119,1077,0,1,134500,0.022568463711162962
4059,nguyenhiep1111,566509,283254.5,10868,5434.0,293,588,898,0,2,224600,0.022324446743123234
4060,nguyenhimatto,34697927,1508605.5217391304,1440712,62639.65217391304,10876,14214,42048,0,23,597900,0.043456486607975166
4061,nguyenhuynhdinhkhang,102753,102753.0,4313,4313.0,53,229,1066,0,1,35300,0.05509328194797232
4062,nguyenkhoi267,2702,2702.0,618,618.0,22,8,0,0,1,4911,0.23982235381199113
4063,nguyenkieu20_24,17290,17290.0,278,278.0,25,20,48,0,1,4515,0.02145748987854251
4064,nguyenkim7891,6917,6917.0,1083,1083.0,567,63,74,0,1,2433,0.25834899522914556
4065,nguyenloi903,1499,1499.0,107,107.0,13,3,4,0,1,25200,0.0847231487658439
